Report Number,Date Reported,City,crime_type,Victim Age,Victim Gender,Weapon Used,latitude,longitude,zone_type,crowd_density,severity_score,source,hour,is_night,day_of_week,safety_score,is_safe_route
RPT006105,2024-04-19 22:00:00,Bengaluru,Harassment,71,Female,None,12.952747,77.549599,Industrial,40,3,crowdsourced,22,1,4,6.09,1
RPT006106,2024-06-05 12:00:00,Mumbai,Assault,46,Other,None,19.026575,72.847729,Commercial,66,2,official_fir,12,0,0,6.14,1
RPT006107,2024-03-04 08:00:00,Hyderabad,Burglary,52,Other,None,17.350766,78.488701,Industrial,90,1,official_fir,8,0,1,7.89,1
RPT006108,2024-06-23 20:00:00,Hyderabad,Snatching,71,Female,None,17.34325,78.548586,Residential,74,2,news_report,20,1,0,3.5,0
RPT006109,2024-01-30 12:00:00,Chennai,Burglary,18,Male,Poison,13.097079,80.273448,Slum,84,5,crowdsourced,12,0,4,0.47,0
RPT006110,2024-02-07 04:00:00,Mumbai,Harassment,64,Female,Sharp Object,19.092113,72.869563,Residential,57,2,news_report,4,1,6,4.12,0
RPT006111,2024-06-27 15:00:00,Mumbai,Snatching,19,Male,Poison,19.117079,72.845652,Slum,37,2,news_report,15,0,6,7.06,1
RPT006112,2024-03-31 14:00:00,Hyderabad,Burglary,58,Male,Blunt Object,17.396744,78.50672,Commercial,24,2,crowdsourced,14,0,1,7.19,1
RPT006113,2024-02-17 18:00:00,Delhi,Burglary,71,Other,Sharp Object,28.621507,77.18437,Residential,82,3,official_fir,18,0,4,3.46,0
RPT006114,2024-04-10 20:00:00,Kolkata,Harassment,62,Other,Blunt Object,22.641308,88.263623,Slum,36,4,crowdsourced,20,1,2,1.38,0
RPT006115,2024-02-23 00:00:00,Bengaluru,Burglary,66,Other,Poison,12.950658,77.594104,Industrial,58,5,news_report,0,1,5,3.24,0
RPT006116,2024-04-04 07:00:00,Hyderabad,Theft,18,Male,Poison,17.415549,78.460988,Market,97,3,news_report,7,0,6,3.08,0
RPT006117,2024-03-15 20:00:00,Bengaluru,Molestation,54,Other,None,12.926521,77.58847,Commercial,31,4,crowdsourced,20,1,2,4.54,0
RPT006118,2024-02-12 15:00:00,Mumbai,Harassment,45,Male,Blunt Object,19.13109,72.902117,Market,25,2,official_fir,15,0,0,7.08,1
RPT006119,2024-04-30 00:00:00,Delhi,Burglary,32,Other,Sharp Object,28.595358,77.186708,Commercial,40,3,official_fir,0,1,5,3.55,0
RPT006120,2024-06-08 06:00:00,Mumbai,Snatching,53,Other,Blunt Object,19.153823,72.895813,Market,97,5,news_report,6,0,3,1.73,0
RPT006121,2024-05-22 08:00:00,Bengaluru,Molestation,40,Male,Poison,13.02628,77.538336,Park,44,2,official_fir,8,0,2,5.8,0
RPT006122,2024-02-10 05:00:00,Hyderabad,Assault,33,Other,Poison,17.393173,78.498846,Commercial,12,5,news_report,5,1,6,2.58,0
RPT006123,2024-06-25 02:00:00,Mumbai,Harassment,64,Other,Sharp Object,19.058865,72.862545,Market,23,5,crowdsourced,2,1,3,0.0,0
RPT006124,2024-01-09 02:00:00,Delhi,Molestation,72,Male,Sharp Object,28.675773,77.231531,Market,64,1,news_report,2,1,1,6.45,1
RPT006125,2024-01-23 07:00:00,Hyderabad,Harassment,56,Female,Sharp Object,17.336118,78.412745,Residential,34,4,crowdsourced,7,0,6,3.4,0
RPT006126,2024-01-16 00:00:00,Mumbai,Theft,64,Male,Blunt Object,19.21768,72.923509,Slum,30,2,crowdsourced,0,1,2,5.5,0
RPT006127,2024-01-23 08:00:00,Hyderabad,Assault,64,Male,Poison,17.370535,78.432319,Residential,97,1,official_fir,8,0,0,7.59,1
RPT006128,2024-06-20 00:00:00,Mumbai,Snatching,19,Female,Poison,19.051359,72.800637,Residential,85,2,official_fir,0,1,5,5.48,0
RPT006129,2024-04-02 05:00:00,Delhi,Theft,66,Male,None,28.665869,77.260234,Industrial,14,4,crowdsourced,5,1,4,4.53,0
RPT006130,2024-01-24 21:00:00,Mumbai,Snatching,62,Male,Poison,19.103135,72.947035,Park,55,4,news_report,21,1,4,1.94,0
RPT006131,2024-02-21 13:00:00,Mumbai,Burglary,57,Female,Sharp Object,19.141899,72.945215,Market,36,5,news_report,13,0,0,2.18,0
RPT006132,2024-05-09 00:00:00,Delhi,Snatching,39,Male,Poison,28.63101,77.193146,Market,44,5,news_report,0,1,3,0.54,0
RPT006133,2024-01-16 07:00:00,Bengaluru,Theft,64,Female,None,12.944191,77.553691,Commercial,58,4,official_fir,7,0,0,6.2,1
RPT006134,2024-01-20 23:00:00,Chennai,Theft,65,Female,None,13.120292,80.363491,Slum,93,5,official_fir,23,1,5,1.32,0
RPT006135,2024-04-30 11:00:00,Bengaluru,Burglary,69,Other,Blunt Object,13.015247,77.674035,Commercial,34,3,news_report,11,0,1,3.06,0
RPT006136,2024-03-25 20:00:00,Kolkata,Theft,29,Male,Blunt Object,22.542485,88.339181,Slum,11,4,news_report,20,1,2,2.31,0
RPT006137,2024-04-09 18:00:00,Hyderabad,Theft,42,Female,Poison,17.322282,78.453657,Market,45,4,news_report,18,0,1,4.54,0
RPT006138,2024-02-10 15:00:00,Bengaluru,Theft,41,Other,Poison,12.983536,77.63297,Slum,93,1,news_report,15,0,5,5.24,0
RPT006139,2024-04-11 09:00:00,Hyderabad,Molestation,39,Female,Poison,17.297073,78.496978,Residential,56,1,crowdsourced,9,0,6,7.06,1
RPT006140,2024-05-11 09:00:00,Bengaluru,Snatching,67,Female,Blunt Object,12.931674,77.605747,Park,45,1,news_report,9,0,6,7.03,1
RPT006141,2024-01-24 16:00:00,Bengaluru,Harassment,64,Other,None,13.04468,77.692422,Slum,19,1,official_fir,16,0,4,7.46,1
RPT006142,2024-06-26 12:00:00,Mumbai,Molestation,34,Female,None,19.144287,72.872524,Industrial,40,4,official_fir,12,0,2,5.61,0
RPT006143,2024-04-01 12:00:00,Bengaluru,Assault,76,Other,None,12.940236,77.595834,Slum,44,5,news_report,12,0,2,2.57,0
RPT006144,2024-01-31 03:00:00,Delhi,Burglary,62,Male,None,28.714155,77.2382,Industrial,76,5,official_fir,3,1,2,2.93,0
RPT006145,2024-05-21 20:00:00,Delhi,Burglary,58,Female,Sharp Object,28.605614,77.158017,Residential,32,4,news_report,20,1,0,3.47,0
RPT006146,2024-05-26 00:00:00,Bengaluru,Molestation,23,Male,Blunt Object,12.895619,77.56595,Residential,61,4,news_report,0,1,3,2.54,0
RPT006147,2024-03-11 15:00:00,Kolkata,Snatching,14,Male,None,22.500069,88.328941,Residential,11,1,official_fir,15,0,4,8.36,1
RPT006148,2024-05-29 05:00:00,Bengaluru,Snatching,26,Female,Sharp Object,12.850316,77.519449,Slum,36,1,news_report,5,1,5,4.41,0
RPT006149,2024-06-01 06:00:00,Delhi,Burglary,56,Other,Poison,28.585121,77.182639,Slum,85,3,official_fir,6,0,3,3.65,0
RPT006150,2024-05-12 17:00:00,Mumbai,Theft,63,Other,Blunt Object,19.087812,72.863577,Industrial,71,5,crowdsourced,17,0,4,2.3,0
RPT006151,2024-06-03 01:00:00,Chennai,Molestation,58,Male,Poison,13.075714,80.285539,Industrial,27,4,official_fir,1,1,3,3.08,0
RPT006152,2024-03-16 14:00:00,Mumbai,Assault,40,Other,Sharp Object,19.132274,72.817137,Residential,18,1,news_report,14,0,2,6.85,1
RPT006153,2024-03-05 04:00:00,Mumbai,Snatching,60,Other,Sharp Object,19.097474,72.77305,Slum,94,2,crowdsourced,4,1,6,3.32,0
RPT006154,2024-03-31 11:00:00,Delhi,Theft,42,Female,Sharp Object,28.625354,77.221501,Industrial,52,4,news_report,11,0,3,1.99,0
RPT006155,2024-03-19 19:00:00,Mumbai,Assault,35,Female,Blunt Object,19.111822,72.886727,Market,54,5,news_report,19,0,0,3.58,0
RPT006156,2024-06-12 10:00:00,Delhi,Burglary,28,Female,None,28.639268,77.184162,Industrial,40,3,news_report,10,0,0,3.06,0
RPT006157,2024-04-08 19:00:00,Mumbai,Snatching,78,Female,None,19.049366,72.857831,Slum,46,1,news_report,19,0,4,8.87,1
RPT006158,2024-01-10 18:00:00,Hyderabad,Harassment,33,Female,Poison,17.392912,78.468424,Park,42,3,news_report,18,0,4,6.02,1
RPT006159,2024-04-18 07:00:00,Hyderabad,Theft,31,Male,Poison,17.418549,78.461714,Commercial,21,2,crowdsourced,7,0,6,5.68,0
RPT006160,2024-01-03 20:00:00,Chennai,Harassment,24,Male,Poison,13.106499,80.299154,Commercial,95,2,news_report,20,1,1,4.55,0
RPT006161,2024-04-06 14:00:00,Chennai,Snatching,65,Male,Blunt Object,13.143642,80.269467,Residential,92,3,news_report,14,0,2,3.6,0
RPT006162,2024-03-28 01:00:00,Kolkata,Harassment,14,Male,Sharp Object,22.565651,88.405541,Market,88,3,crowdsourced,1,1,6,2.8,0
RPT006163,2024-06-03 17:00:00,Mumbai,Theft,67,Female,None,19.07793,72.835668,Commercial,52,4,crowdsourced,17,0,4,5.0,0
RPT006164,2024-05-16 12:00:00,Mumbai,Burglary,24,Other,Sharp Object,19.112495,72.849354,Market,48,5,news_report,12,0,4,2.01,0
RPT006165,2024-02-22 01:00:00,Bengaluru,Snatching,71,Female,Sharp Object,12.99476,77.585926,Slum,48,1,news_report,1,1,0,5.03,0
RPT006166,2024-03-24 01:00:00,Mumbai,Snatching,74,Other,None,18.996929,72.840619,Park,54,1,news_report,1,1,6,6.69,1
RPT006167,2024-03-29 01:00:00,Kolkata,Theft,47,Female,Blunt Object,22.536792,88.352692,Slum,18,2,official_fir,1,1,5,4.68,0
RPT006168,2024-06-20 14:00:00,Bengaluru,Harassment,40,Female,Sharp Object,13.021656,77.621667,Park,84,5,news_report,14,0,5,2.77,0
RPT006169,2024-05-19 20:00:00,Delhi,Snatching,24,Female,None,28.61104,77.268781,Commercial,59,4,official_fir,20,1,5,2.87,0
RPT006170,2024-04-23 07:00:00,Chennai,Theft,29,Male,Blunt Object,13.003753,80.214273,Slum,59,5,crowdsourced,7,0,5,1.83,0
RPT006171,2024-02-07 00:00:00,Kolkata,Snatching,10,Female,Poison,22.60549,88.269162,Market,23,1,news_report,0,1,3,6.18,1
RPT006172,2024-06-18 22:00:00,Delhi,Snatching,48,Male,None,28.697056,77.154953,Slum,52,3,crowdsourced,22,1,1,4.97,0
RPT006173,2024-05-04 15:00:00,Kolkata,Assault,43,Other,Sharp Object,22.516556,88.446989,Market,40,2,news_report,15,0,6,7.16,1
RPT006174,2024-03-15 13:00:00,Mumbai,Theft,79,Male,None,19.064541,72.91724,Market,62,5,crowdsourced,13,0,1,3.01,0
RPT006175,2024-03-23 20:00:00,Bengaluru,Snatching,70,Female,Poison,13.131689,77.576779,Park,64,3,news_report,20,1,5,2.78,0
RPT006176,2024-05-23 07:00:00,Delhi,Snatching,17,Other,Blunt Object,28.669328,77.197507,Slum,94,1,news_report,7,0,1,5.12,0
RPT006177,2024-06-24 11:00:00,Delhi,Molestation,32,Other,Blunt Object,28.60749,77.147606,Market,19,4,official_fir,11,0,1,2.77,0
RPT006178,2024-01-20 14:00:00,Mumbai,Assault,32,Female,Poison,19.132275,72.938226,Commercial,82,5,official_fir,14,0,4,3.73,0
RPT006179,2024-01-28 01:00:00,Chennai,Burglary,32,Male,None,13.069481,80.318894,Commercial,37,1,crowdsourced,1,1,1,7.7,1
RPT006180,2024-04-14 15:00:00,Chennai,Burglary,76,Female,Blunt Object,13.129248,80.286965,Market,79,4,official_fir,15,0,2,4.36,0
RPT006181,2024-04-14 15:00:00,Chennai,Burglary,31,Female,Blunt Object,13.104108,80.279211,Park,72,5,news_report,15,0,1,3.05,0
RPT006182,2024-02-05 20:00:00,Mumbai,Burglary,38,Other,Poison,19.075929,72.832356,Commercial,89,5,news_report,20,1,5,0.0,0
RPT006183,2024-04-05 18:00:00,Kolkata,Snatching,23,Other,Sharp Object,22.597654,88.279924,Industrial,53,1,news_report,18,0,5,6.21,1
RPT006184,2024-04-20 20:00:00,Chennai,Assault,27,Female,None,13.074937,80.268112,Slum,73,3,official_fir,20,1,2,4.78,0
RPT006185,2024-01-02 00:00:00,Chennai,Harassment,38,Male,None,13.098941,80.312774,Slum,30,1,crowdsourced,0,1,2,6.21,1
RPT006186,2024-03-17 07:00:00,Bengaluru,Assault,39,Male,Poison,12.985322,77.627577,Residential,38,5,crowdsourced,7,0,2,2.78,0
RPT006187,2024-05-21 02:00:00,Hyderabad,Burglary,10,Male,None,17.47328,78.475007,Park,35,2,official_fir,2,1,3,6.4,1
RPT006188,2024-02-22 13:00:00,Mumbai,Snatching,43,Male,Sharp Object,19.027547,72.848304,Park,10,2,crowdsourced,13,0,0,6.33,1
RPT006189,2024-05-19 16:00:00,Kolkata,Harassment,68,Other,Sharp Object,22.657668,88.379028,Market,32,3,news_report,16,0,6,5.88,0
RPT006190,2024-04-22 03:00:00,Chennai,Molestation,72,Male,Poison,13.014451,80.289314,Slum,46,1,news_report,3,1,2,5.41,0
RPT006191,2024-03-18 22:00:00,Chennai,Harassment,42,Female,Poison,13.062681,80.28632,Residential,40,3,news_report,22,1,5,6.06,1
RPT006192,2024-06-21 11:00:00,Mumbai,Molestation,21,Female,Poison,19.10355,72.863983,Residential,99,1,news_report,11,0,2,6.2,1
RPT006193,2024-04-19 08:00:00,Hyderabad,Burglary,17,Male,Poison,17.457364,78.515553,Residential,12,1,crowdsourced,8,0,4,7.04,1
RPT006194,2024-02-18 18:00:00,Delhi,Snatching,71,Male,Poison,28.527381,77.221008,Commercial,90,2,news_report,18,0,6,5.35,0
RPT006195,2024-04-11 02:00:00,Kolkata,Assault,21,Female,None,22.565893,88.406456,Park,74,2,crowdsourced,2,1,3,4.73,0
RPT006196,2024-01-12 15:00:00,Mumbai,Burglary,72,Other,None,19.073901,72.854448,Slum,79,1,official_fir,15,0,2,6.4,1
RPT006197,2024-02-10 05:00:00,Delhi,Assault,44,Other,Blunt Object,28.647653,77.156826,Commercial,28,3,official_fir,5,1,2,2.87,0
RPT006198,2024-04-01 12:00:00,Bengaluru,Theft,33,Male,Blunt Object,13.014806,77.589188,Slum,48,3,news_report,12,0,4,5.1,0
RPT006199,2024-04-05 00:00:00,Mumbai,Assault,66,Female,Blunt Object,19.182224,72.778246,Park,22,3,news_report,0,1,0,5.54,0
RPT006200,2024-05-13 16:00:00,Hyderabad,Snatching,71,Other,Blunt Object,17.336613,78.400668,Residential,99,3,crowdsourced,16,0,6,2.74,0
RPT006201,2024-06-03 10:00:00,Mumbai,Theft,66,Male,Poison,19.143697,72.914577,Park,84,3,crowdsourced,10,0,5,4.26,0
RPT006202,2024-06-10 03:00:00,Hyderabad,Assault,18,Other,Blunt Object,17.438837,78.433868,Park,37,1,news_report,3,1,2,8.28,1
RPT006203,2024-01-08 02:00:00,Kolkata,Molestation,79,Male,Poison,22.588224,88.38792,Park,93,3,official_fir,2,1,3,2.47,0
RPT006204,2024-03-21 05:00:00,Chennai,Assault,46,Female,None,12.981676,80.235194,Residential,53,2,news_report,5,1,6,7.68,1
RPT006205,2024-06-06 01:00:00,Delhi,Assault,43,Male,Sharp Object,28.653383,77.227688,Market,43,2,crowdsourced,1,1,0,6.38,1
RPT006206,2024-03-22 14:00:00,Delhi,Harassment,26,Other,None,28.672346,77.189398,Residential,34,4,crowdsourced,14,0,4,4.5,0
RPT006207,2024-01-04 02:00:00,Chennai,Snatching,31,Female,Blunt Object,13.0441,80.317636,Market,36,4,official_fir,2,1,0,1.27,0
RPT006208,2024-06-02 06:00:00,Hyderabad,Burglary,17,Female,Sharp Object,17.415129,78.485373,Residential,97,3,news_report,6,0,0,3.04,0
RPT006209,2024-03-11 20:00:00,Hyderabad,Snatching,48,Other,Poison,17.33515,78.501128,Park,59,1,news_report,20,1,4,4.7,0
RPT006210,2024-03-12 12:00:00,Chennai,Theft,31,Male,None,13.11519,80.287836,Slum,59,4,news_report,12,0,1,4.8,0
RPT006211,2024-02-07 06:00:00,Hyderabad,Burglary,71,Other,None,17.31546,78.510332,Market,90,5,crowdsourced,6,0,3,3.51,0
RPT006212,2024-03-01 10:00:00,Kolkata,Harassment,63,Male,None,22.575536,88.345997,Park,93,2,crowdsourced,10,0,2,7.92,1
RPT006213,2024-02-13 06:00:00,Kolkata,Theft,39,Other,Blunt Object,22.555218,88.419401,Park,19,2,crowdsourced,6,0,1,4.54,0
RPT006214,2024-03-09 03:00:00,Hyderabad,Molestation,77,Other,Sharp Object,17.446548,78.38683,Industrial,36,2,official_fir,3,1,4,4.44,0
RPT006215,2024-01-21 01:00:00,Delhi,Assault,75,Male,Blunt Object,28.653536,77.240296,Commercial,37,2,news_report,1,1,1,3.99,0
RPT006216,2024-02-16 01:00:00,Mumbai,Snatching,66,Female,None,19.028397,72.92236,Industrial,58,2,official_fir,1,1,1,6.12,1
RPT006217,2024-05-31 20:00:00,Delhi,Theft,68,Female,Sharp Object,28.585663,77.172403,Market,40,5,crowdsourced,20,1,2,2.68,0
RPT006218,2024-02-10 05:00:00,Chennai,Assault,21,Male,None,13.012596,80.269542,Park,33,5,news_report,5,1,4,2.97,0
RPT006219,2024-02-04 03:00:00,Mumbai,Burglary,61,Other,Poison,19.125211,72.914147,Park,99,1,official_fir,3,1,4,5.52,0
RPT006220,2024-01-19 12:00:00,Chennai,Assault,72,Male,Poison,13.079079,80.241264,Commercial,45,2,official_fir,12,0,1,4.94,0
RPT006221,2024-05-04 06:00:00,Chennai,Molestation,73,Other,Sharp Object,13.026462,80.276179,Industrial,10,1,official_fir,6,0,0,6.2,1
RPT006222,2024-01-19 20:00:00,Mumbai,Assault,55,Male,Blunt Object,19.143817,72.835198,Slum,39,3,official_fir,20,1,6,2.15,0
RPT006223,2024-03-28 11:00:00,Bengaluru,Harassment,45,Male,Sharp Object,12.979805,77.585818,Park,56,3,news_report,11,0,4,4.09,0
RPT006224,2024-05-16 09:00:00,Bengaluru,Harassment,53,Female,None,13.030202,77.586201,Residential,41,3,official_fir,9,0,1,5.14,0
RPT006225,2024-03-01 02:00:00,Hyderabad,Snatching,63,Other,None,17.414207,78.531774,Residential,65,2,official_fir,2,1,6,5.82,0
RPT006226,2024-04-21 20:00:00,Chennai,Harassment,52,Female,Sharp Object,13.085374,80.334009,Slum,90,2,news_report,20,1,3,3.11,0
RPT006227,2024-03-14 13:00:00,Bengaluru,Assault,39,Male,Sharp Object,12.990975,77.526076,Commercial,47,3,crowdsourced,13,0,1,6.17,1
RPT006228,2024-01-19 21:00:00,Bengaluru,Snatching,19,Other,Sharp Object,12.994437,77.612552,Industrial,32,1,news_report,21,1,4,7.64,1
RPT006229,2024-04-20 00:00:00,Hyderabad,Molestation,46,Other,Sharp Object,17.334242,78.508193,Commercial,93,2,crowdsourced,0,1,5,4.35,0
RPT006230,2024-05-27 14:00:00,Kolkata,Theft,63,Male,Poison,22.706088,88.321358,Slum,92,1,crowdsourced,14,0,5,5.8,0
RPT006231,2024-03-12 21:00:00,Bengaluru,Theft,34,Male,Blunt Object,12.941836,77.613087,Slum,44,5,news_report,21,1,2,0.92,0
RPT006232,2024-02-20 23:00:00,Kolkata,Theft,24,Male,Sharp Object,22.523951,88.361036,Market,31,4,official_fir,23,1,2,3.99,0
RPT006233,2024-03-21 12:00:00,Kolkata,Molestation,12,Other,Blunt Object,22.468984,88.245613,Park,67,5,official_fir,12,0,4,3.1,0
RPT006234,2024-04-07 22:00:00,Mumbai,Snatching,67,Other,Poison,19.010366,72.859911,Industrial,83,3,official_fir,22,1,0,3.83,0
RPT006235,2024-06-16 21:00:00,Kolkata,Harassment,72,Other,Sharp Object,22.62012,88.288872,Commercial,86,4,news_report,21,1,5,2.36,0
RPT006236,2024-01-15 05:00:00,Bengaluru,Snatching,30,Other,Poison,12.974784,77.501768,Commercial,71,2,news_report,5,1,3,5.66,0
RPT006237,2024-01-20 05:00:00,Hyderabad,Theft,18,Other,Sharp Object,17.368894,78.51123,Slum,87,1,crowdsourced,5,1,1,3.75,0
RPT006238,2024-04-11 19:00:00,Bengaluru,Burglary,53,Other,Blunt Object,12.995824,77.552509,Market,70,4,official_fir,19,0,4,4.16,0
RPT006239,2024-06-01 18:00:00,Chennai,Theft,53,Other,Sharp Object,13.110984,80.25038,Market,95,4,official_fir,18,0,6,2.78,0
RPT006240,2024-06-23 23:00:00,Mumbai,Molestation,59,Male,Sharp Object,19.072822,72.925027,Residential,92,4,crowdsourced,23,1,5,2.38,0
RPT006241,2024-01-03 19:00:00,Hyderabad,Snatching,32,Male,Blunt Object,17.379751,78.516011,Commercial,31,5,news_report,19,0,4,2.03,0
RPT006242,2024-02-18 08:00:00,Mumbai,Assault,79,Male,None,19.09175,72.811508,Slum,78,1,official_fir,8,0,1,7.83,1
RPT006243,2024-04-12 05:00:00,Hyderabad,Harassment,26,Female,None,17.315148,78.483656,Industrial,82,1,news_report,5,1,5,5.73,0
RPT006244,2024-03-28 06:00:00,Chennai,Theft,27,Male,None,13.054326,80.203119,Commercial,16,3,official_fir,6,0,2,7.39,1
RPT006245,2024-06-05 06:00:00,Kolkata,Theft,15,Other,Sharp Object,22.502609,88.419685,Slum,84,3,official_fir,6,0,0,3.07,0
RPT006246,2024-04-17 04:00:00,Chennai,Harassment,39,Other,Poison,13.096517,80.276561,Commercial,35,2,official_fir,4,1,2,4.3,0
RPT006247,2024-05-06 19:00:00,Chennai,Burglary,34,Male,Blunt Object,13.165851,80.190325,Slum,55,1,news_report,19,0,6,7.35,1
RPT006248,2024-02-14 00:00:00,Delhi,Burglary,18,Male,Poison,28.634903,77.25237,Industrial,42,2,news_report,0,1,2,4.66,0
RPT006249,2024-02-05 02:00:00,Delhi,Theft,47,Male,Sharp Object,28.592152,77.227775,Slum,80,1,crowdsourced,2,1,3,5.5,0
RPT006250,2024-06-16 11:00:00,Kolkata,Snatching,59,Male,Sharp Object,22.609255,88.241839,Residential,53,1,news_report,11,0,0,7.71,1
RPT006251,2024-04-10 16:00:00,Kolkata,Burglary,57,Female,Blunt Object,22.584075,88.401679,Industrial,12,2,crowdsourced,16,0,3,7.64,1
RPT006252,2024-01-01 06:00:00,Chennai,Snatching,43,Other,None,13.104785,80.277352,Industrial,95,2,crowdsourced,6,0,5,6.58,1
RPT006253,2024-02-02 16:00:00,Delhi,Assault,42,Female,None,28.610028,77.270113,Residential,64,3,news_report,16,0,4,6.26,1
RPT006254,2024-04-18 20:00:00,Bengaluru,Harassment,25,Other,Poison,12.952037,77.527866,Commercial,49,2,official_fir,20,1,6,5.49,0
RPT006255,2024-02-09 01:00:00,Bengaluru,Burglary,19,Female,Blunt Object,13.015006,77.511326,Commercial,73,1,crowdsourced,1,1,5,6.78,1
RPT006256,2024-06-01 19:00:00,Mumbai,Burglary,78,Male,None,19.140121,72.987538,Park,38,2,news_report,19,0,0,8.13,1
RPT006257,2024-04-28 13:00:00,Mumbai,Molestation,65,Other,Poison,19.066435,72.884421,Commercial,92,3,crowdsourced,13,0,5,4.23,0
RPT006258,2024-02-08 05:00:00,Hyderabad,Molestation,54,Other,Blunt Object,17.358813,78.479772,Park,89,1,news_report,5,1,1,5.85,0
RPT006259,2024-03-15 09:00:00,Delhi,Burglary,59,Other,None,28.698703,77.12917,Residential,35,4,crowdsourced,9,0,6,4.03,0
RPT006260,2024-05-26 18:00:00,Mumbai,Assault,28,Other,Sharp Object,19.051648,72.800238,Park,28,3,official_fir,18,0,6,5.43,0
RPT006261,2024-04-19 09:00:00,Mumbai,Burglary,38,Male,Blunt Object,19.03681,72.823365,Residential,18,1,crowdsourced,9,0,2,8.51,1
RPT006262,2024-03-17 07:00:00,Chennai,Theft,10,Male,Sharp Object,13.099897,80.308856,Market,18,4,crowdsourced,7,0,4,2.84,0
RPT006263,2024-06-09 10:00:00,Bengaluru,Theft,34,Other,Poison,12.965001,77.618181,Park,36,5,news_report,10,0,3,1.77,0
RPT006264,2024-06-09 01:00:00,Bengaluru,Harassment,75,Male,None,12.986159,77.62842,Industrial,15,5,official_fir,1,1,0,2.1,0
RPT006265,2024-02-11 14:00:00,Hyderabad,Molestation,22,Other,Blunt Object,17.278695,78.414722,Park,82,3,news_report,14,0,4,6.34,1
RPT006266,2024-03-07 00:00:00,Mumbai,Harassment,35,Other,None,19.040838,72.868843,Slum,31,5,crowdsourced,0,1,5,2.12,0
RPT006267,2024-02-09 03:00:00,Bengaluru,Molestation,73,Other,Blunt Object,12.940098,77.668722,Commercial,49,2,official_fir,3,1,0,3.94,0
RPT006268,2024-01-02 11:00:00,Hyderabad,Assault,16,Female,Blunt Object,17.387642,78.479494,Market,95,5,news_report,11,0,1,1.11,0
RPT006269,2024-01-22 01:00:00,Bengaluru,Burglary,68,Male,None,12.893385,77.626473,Industrial,95,5,official_fir,1,1,1,2.96,0
RPT006270,2024-02-27 05:00:00,Hyderabad,Snatching,26,Other,Blunt Object,17.319775,78.497356,Park,66,3,official_fir,5,1,1,3.79,0
RPT006271,2024-06-25 19:00:00,Hyderabad,Molestation,76,Male,None,17.32654,78.551249,Slum,28,2,crowdsourced,19,0,6,6.13,1
RPT006272,2024-04-18 15:00:00,Hyderabad,Assault,78,Female,Poison,17.38469,78.600817,Commercial,90,2,crowdsourced,15,0,1,6.0,1
RPT006273,2024-06-22 01:00:00,Delhi,Assault,67,Male,None,28.511417,77.201316,Slum,60,1,news_report,1,1,3,6.06,1
RPT006274,2024-01-26 16:00:00,Kolkata,Snatching,17,Male,Poison,22.528052,88.359634,Commercial,90,5,news_report,16,0,6,2.32,0
RPT006275,2024-04-11 19:00:00,Bengaluru,Molestation,30,Other,None,12.952617,77.621362,Commercial,24,3,official_fir,19,0,0,6.48,1
RPT006276,2024-02-05 06:00:00,Kolkata,Molestation,78,Male,Poison,22.588891,88.38183,Industrial,39,2,crowdsourced,6,0,2,4.08,0
RPT006277,2024-01-11 10:00:00,Delhi,Molestation,71,Male,Blunt Object,28.635428,77.168752,Industrial,56,2,crowdsourced,10,0,5,6.57,1
RPT006278,2024-02-06 09:00:00,Mumbai,Burglary,48,Female,Poison,19.05248,72.928265,Park,71,4,news_report,9,0,6,4.24,0
RPT006279,2024-04-05 15:00:00,Bengaluru,Theft,77,Female,Sharp Object,12.964395,77.593514,Industrial,62,4,official_fir,15,0,6,3.27,0
RPT006280,2024-03-13 03:00:00,Hyderabad,Snatching,74,Male,Sharp Object,17.41854,78.517456,Commercial,76,2,crowdsourced,3,1,6,4.37,0
RPT006281,2024-01-26 19:00:00,Bengaluru,Harassment,14,Other,Poison,12.946772,77.634824,Market,31,5,news_report,19,0,6,4.75,0
RPT006282,2024-05-25 06:00:00,Chennai,Snatching,21,Male,Sharp Object,13.104877,80.296858,Park,60,4,official_fir,6,0,4,3.22,0
RPT006283,2024-04-03 10:00:00,Chennai,Burglary,26,Other,Blunt Object,12.995799,80.242388,Industrial,17,2,official_fir,10,0,1,6.86,1
RPT006284,2024-05-29 15:00:00,Chennai,Molestation,55,Male,Sharp Object,13.057954,80.328685,Residential,38,3,news_report,15,0,5,5.97,0
RPT006285,2024-02-26 19:00:00,Delhi,Burglary,21,Male,Blunt Object,28.686627,77.24926,Park,94,2,official_fir,19,0,4,4.7,0
RPT006286,2024-06-06 06:00:00,Hyderabad,Burglary,56,Male,Sharp Object,17.250017,78.490186,Residential,36,1,news_report,6,0,4,9.03,1
RPT006287,2024-05-08 11:00:00,Chennai,Snatching,22,Other,Sharp Object,13.09495,80.232489,Slum,14,4,news_report,11,0,1,3.85,0
RPT006288,2024-02-15 12:00:00,Kolkata,Snatching,36,Female,Blunt Object,22.519837,88.406381,Commercial,10,2,official_fir,12,0,2,8.34,1
RPT006289,2024-06-27 13:00:00,Bengaluru,Theft,59,Other,Poison,12.987786,77.58583,Park,47,1,official_fir,13,0,5,8.84,1
